5 111 1100 0.023 0.003 -0.4 -25.4 -28.04 -34.44 75.1 0 3.381 164.9 392 0 0 -28.96
52 111 1100 -26.1 -26.08 -26.17 -26.38 -26.8 -27.44 -28.38 -28.55 -28.61 -28.96 -40.13 -27.99 219.3 12.13
5 111 1200 0.029 0.003 -0.351 -25.6 -27.44 -34.41 75.6 0 3.631 163.6 391.8 0 0 -28.96
52 111 1200 -26.1 -26.08 -26.17 -26.38 -26.8 -27.44 -28.38 -28.55 -28.61 -28.96 -40.13 -27.42 219.3 12.14
5 111 1300 0.033 0.003 -0.278 -25.73 -26.78 -34.37 76.1 0 2.886 163.4 392.4 0 0 -28.96
52 111 1300 -26.1 -26.08 -26.17 -26.38 -26.8 -27.44 -28.38 -28.55 -28.62 -28.96 -40.13 -26.71 219.3 12.17
5 111 1400 0.037 0.003 -0.203 -25.8 -25.71 -34.37 77 0 3.572 181.1 392 0 0 -28.96
52 111 1400 -26.1 -26.08 -26.17 -26.38 -26.8 -27.44 -28.38 -28.55 -28.62 -28.96 -40.13 -25.63 219.3 12.21
5 111 1500 0.036 0.003 -0.142 -25.73 -24.39 -34.31 77.8 0 3.777 184.2 392.4 0 0 -28.96
52 111 1500 -26.1 -26.08 -26.17 -26.38 -26.8 -27.44 -28.38 -28.55 -28.61 -28.96 -40.13 -24.26 219.3 12.24
5 111 1600 0.036 0.004 -0.069 -25.57 -23.64 -34.31 78.4 0 4.043 189.1 392 0 0 -28.95
52 111 1600 -26.09 -26.08 -26.17 -26.38 -26.8 -27.44 -28.38 -28.55 -28.61 -28.95 -40.13 -23.51 219.3 12.28
5 111 1700 0.034 0.003 0.016 -25.4 -22.93 -34.29 78.8 0 4.167 190.5 392.6 0 0 -28.96
52 111 1700 -26.1 -26.09 -26.18 -26.38 -26.8 -27.45 -28.39 -28.56 -28.62 -28.96 -40.13 -22.74 219.4 12.32
5 111 1800 0.029 0.003 0.076 -25.23 -22.58 -34.24 79 0 3.858 187 392.2 0 0 -28.96
52 111 1800 -26.1 -26.09 -26.17 -26.39 -26.81 -27.45 -28.39 -28.56 -28.62 -28.96 -40.13 -22.42 219.4 12.33
5 111 1900 0.024 0.003 0.127 -25.12 -22.53 -34.24 79.1 0 3.005 179.9 392.4 0 0 -28.96
52 111 1900 -26.1 -26.09 -26.17 -26.39 -26.81 -27.46 -28.39 -28.56 -28.62 -28.96 -40.13 -22.34 219.4 12.34
5 111 2000 0.019 0.003 0.133 -25.05 -22.8 -34.24 78.8 0 2.839 184.7 392.4 0 0 -28.96
52 111 2000 -26.1 -26.09 -26.17 -26.39 -26.81 -27.46 -28.39 -28.56 -28.63 -28.96 -40.13 -22.66 219.4 12.32
5 111 2100 0.016 0.003 0.133 -25.05 -22.58 -34.24 79.2 0 3.826 187.5 392.6 0 0 -28.96
52 111 2100 -26.1 -26.09 -26.17 -26.39 -26.81 -27.46 -28.39 -28.56 -28.62 -28.96 -40.13 -22.5 219.4 12.28
5 111 2200 0.012 0.003 0.112 -25.08 -23.28 -34.24 78.7 0 3.462 182.8 392.6 0 0 -28.96
52 111 2200 -26.1 -26.09 -26.17 -26.39 -26.81 -27.46 -28.39 -28.56 -28.63 -28.96 -40.13 -23.2 219.4 12.25
5 111 2300 0.01 0.003 0.086 -25.14 -23.17 -34.24 79 0 4.527 180.2 392.6 0 0 -28.96
52 111 2300 -26.1 -26.09 -26.17 -26.39 -26.8 -27.46 -28.4 -28.56 -28.63 -28.96 -40.13 -23.07 219.4 12.22
5 112 0 0.004 0.002 0.067 -25.2 -24.94 -34.24 77.5 0 3.774 173.4 392.7 0 0 -28.96
52 112 0 -26.1 -26.09 -26.17 -26.39 -26.81 -27.46 -28.4 -28.56 -28.62 -28.96 -40.13 -24.83 219.4 12.19
5 112 100 0.003 0 0.061 -25.27 -25.56 -34.24 77.4 0 4.246 174.7 392.7 0 0 -28.96
52 112 100 -26.1 -26.08 -26.17 -26.39 -26.8 -27.45 -28.39 -28.56 -28.62 -28.96 -40.13 -25.48 219.4 12.18
5 112 200 0.003 0 0.001 -25.39 -26.04 -34.26 77 0 4.646 173.6 393.1 0 0 -28.96
52 112 200 -26.1 -26.09 -26.18 -26.39 -26.81 -27.46 -28.4 -28.57 -28.62 -28.96 -40.13 -25.97 219.4 12.17
5 112 300 0.003 0 -0.05 -25.54 -27.22 -34.31 75.9 0 4.692 172.1 392.7 0 0 -28.96
52 112 300 -26.1 -26.09 -26.18 -26.39 -26.81 -27.45 -28.39 -28.57 -28.62 -28.96 -40.13 -27.13 219.4 12.16
5 112 400 0.002 0 -0.098 -25.72 -27.92 -34.31 75.6 0 5.574 173.6 393.2 0 0 -28.96
52 112 400 -26.1 -26.09 -26.17 -26.39 -26.81 -27.45 -28.4 -28.57 -28.62 -28.96 -40.13 -27.9 219.4 12.15
