  165.750   8.16   8.95   7.32   -.78    .57  -2.07   -.28   1.18  -1.58   90.8   91.5   89.8  117.0
  165.875   8.16   9.26   7.60    .96   1.46    .47   1.59   2.13   1.16   91.1   91.9   90.1   85.7
  166.000   9.99  10.58   9.16    .57    .96    .08   1.16   1.55    .65   89.9   90.4   88.9  117.0
  166.125   9.02  10.37   8.29   1.06   1.46    .37   1.73   2.16   1.09   90.4   91.5   89.5  119.7
  166.250   8.62   9.70   8.04   1.46   1.76    .96   2.31   2.56   1.63   89.9   91.1   88.1  117.4
  166.375   9.43   9.94   8.84    .86   1.06    .66   1.46   1.67   1.23   89.5   93.0   87.9  134.6
  166.500   7.63   9.61   5.97    .86   1.16    .57   1.38   1.68   1.12   97.6   98.8   93.5  137.4
  166.625   4.82   5.94   4.05   1.16   1.26   1.06   1.62   1.74   1.54  100.1  101.1   98.5  150.4
  166.750   3.95   4.47   3.46   -.11   1.16  -1.79    .42   1.73  -1.27  101.0  101.3  100.6  228.8
  166.875   5.65   6.68   3.97  -3.13  -1.98  -4.41  -3.04  -1.38  -4.40  101.0  101.3  100.8  202.8
  167.000   5.54   6.44   4.77  -5.15  -4.74  -5.47  -4.85  -4.63  -5.12  101.0  101.3  100.9  194.4
  167.125   3.32   4.76   2.36  -5.31  -5.06  -5.55  -4.94  -4.64  -5.19  101.6  101.8  101.4  136.8
  167.250   3.82   4.39   2.69  -4.57  -4.07  -4.90  -4.15  -3.62  -4.56  101.0  101.9   98.5  118.4
  167.375   5.23   5.80   4.29  -4.41  -3.30  -5.47  -3.77  -2.98  -4.57   93.1   98.0   88.8  129.2
  167.500   5.15   6.94   3.16  -1.98   -.96  -3.47  -1.59   -.53  -3.10   88.5   89.7   87.0  138.6
  167.625   7.04   7.91   6.20  -1.06   -.59  -1.52   -.57   -.28   -.86   89.3   91.8   87.9  155.3
  167.750   7.72   9.42   6.60  -1.79  -1.34  -2.60  -1.29   -.82  -2.14   91.8   98.5   89.2  158.2
  167.875   8.44   9.72   7.42   -.40    .27  -1.61    .04    .96  -1.36   94.2   99.0   91.4  161.9
  168.000   6.86   9.12   4.72   -.68    .08  -1.15   -.25    .64   -.70   99.5  102.5   94.3  168.5
  168.125   5.55   6.95   3.64  -1.79  -1.24  -2.25  -1.36   -.69  -1.72  102.9  103.1  102.6  184.5
  168.250   1.96   4.14    .27  -3.56  -2.25  -4.32  -3.00  -1.75  -3.88  102.7  103.0  102.3  270.9
  168.375   1.57   2.26    .69  -4.07  -3.47  -4.41  -3.53  -2.99  -3.74  101.5  102.2  100.4  176.3
  168.500   1.03   2.97    .03  -1.61    .18  -3.47   -.81   2.14  -2.89   96.1  100.2   92.7  149.2
  168.625   2.13   3.09   1.09   -.87    .37  -2.16   -.56   1.53  -1.94   91.6   95.3   84.6  174.0
  168.750   1.67   3.63    .27   -.11   2.07  -1.61   1.86   6.90  -1.18   80.6   92.3   67.8  335.6
  168.875   2.31   4.11    .44  -2.69  -1.43  -3.13  -2.28  -1.15  -2.66   98.2   99.3   94.2   54.9
  169.000   3.20   3.86   1.62  -3.47  -2.87  -4.07  -2.93  -2.31  -3.40   98.4   98.9   97.7   44.7
  169.125   3.42   4.28   2.55  -5.63  -3.90  -8.36  -3.67  -3.17  -4.41   92.3   98.8   83.8  101.3
  169.250   3.33   3.78   2.90  -8.86  -8.14  -9.56  -5.87  -4.26  -7.06   84.2   85.3   83.1   92.4
  169.375   3.68   4.13   3.01  -7.10  -4.15  -9.08  -5.50  -3.36  -7.56   85.9   87.2   84.9  105.4
  169.500   4.91   5.45   4.27  -3.13  -1.79  -4.65  -2.65  -1.42  -3.83   84.6   85.7   83.9  134.9
  169.625   4.99   5.36   4.69   -.40    .37  -1.34   -.15    .67  -1.12   84.2   84.7   83.6  132.2
  169.750   4.80   5.29   4.04    .66   1.06    .27   1.05   1.52    .76   84.9   85.3   84.6  149.1
  169.875   3.23   3.95   2.47   1.06   1.26    .86   1.50   1.60   1.25   85.4   85.9   84.9  132.8
  170.000   3.52   3.80   3.00   -.40    .76  -1.98    .31   1.20   -.97   85.2   86.3   84.0  115.2
  170.125   4.45   5.08   3.46  -4.74  -2.25  -6.18  -3.61  -1.23  -5.03   85.3   85.9   84.5   99.9
  170.250   6.15   6.68   5.34  -7.18  -6.57  -7.63  -6.20  -5.59  -6.54   83.9   84.9   82.6  109.6
  170.375   6.27   6.73   5.73  -6.95  -6.18  -7.78  -5.98  -5.26  -6.74   82.0   82.7   81.3  103.6
  170.500   6.71   7.18   5.96  -4.15  -2.78  -6.10  -3.56  -2.36  -5.18   80.7   82.2   79.7  123.7
  170.625   6.53   7.01   5.88  -1.52   -.49  -2.69  -1.19   -.16  -2.30   81.1   81.8   80.5  134.4
  170.750   5.04   6.01   3.97    .37    .96   -.40    .68   1.15   -.05   83.0   84.0   81.8  132.4
