   0.  132.917   241.6   172.5  71.4  -20.34  -7.3 -40.0  -6.1   0.0  68.0   3.1   4.4 114.6  84.5 571.6   1.4   1.4  -6.5  -8.4   4.1   5.5  14.4
   0.  132.958   119.8    85.9  71.7  -36.53  -9.2 -40.0  -8.0   0.0  70.4   3.1   4.6 113.5  82.8 571.4   1.4   1.4  -8.2 -10.0   3.9   5.8  14.3
   0.  133.000    58.9    43.7  74.3  -39.89  -9.9 -40.0  -8.8   0.0  69.8   4.3   6.2 116.4  83.9 571.4   1.4   1.4  -9.4 -10.2   5.4   7.3  14.1
   0.  133.042    20.4    16.0  78.2  -30.68 -10.0 -40.0  -9.3   0.0  69.8   4.9   6.7 115.3  87.4 571.3   1.4   1.4  -9.8 -10.2   5.7   7.3  14.0
   0.  133.083     5.2     4.2  81.2  -29.72 -10.2 -40.0  -9.7   0.0  70.0   5.5   7.2 113.0  86.4 571.3   1.4   1.4  -9.9 -10.6   6.6   8.1  13.9
   0.  133.125     1.9     1.6  82.9  -22.99 -10.5 -40.0 -10.1   0.0  70.5   5.6   7.1 114.7  87.2 571.1   1.4   1.4 -10.2 -10.8   6.7   8.1  13.9
   0.  133.167     1.3     1.0  74.6  -32.12 -10.8 -40.0 -10.3   0.0  71.6   5.5   7.2 118.3  90.6 570.8   1.4   1.4 -10.5 -11.1   6.3   8.1  13.8
   0.  133.208     2.6     2.0  78.7  -33.52 -10.8 -40.0 -10.2   0.0  71.2   5.8   7.4 124.2  91.7 570.5   1.4   1.4 -10.5 -11.1   7.8   8.6  13.7
   0.  133.250     7.7     6.2  81.5  -40.30 -11.2 -40.0 -10.7   0.0  71.4   5.6   7.2 120.5  88.7 570.6   1.4   1.4 -10.7 -11.7   7.5   8.6  13.7
   0.  133.292    66.7    53.6  80.4  -54.18 -11.6 -40.0 -10.9   0.0  70.2   6.8   7.9 110.3  88.6 570.7   1.4   1.4 -11.2 -11.9   7.9   8.6  13.8
   0.  133.333   138.9   109.7  79.0  -35.67 -11.4 -40.0 -10.9   0.0  69.3   8.2   7.1 114.6  89.0 570.9   1.4   1.4 -11.0 -11.7   9.7   8.3  14.0
   0.  133.375   247.2   199.1  80.5  -42.36 -11.8 -40.0 -11.2   0.0  67.9   8.8   7.4 114.8  88.5 571.0   1.4   1.4 -11.4 -12.3  10.6   8.8  14.2
   0.  133.417   361.3   290.4  80.4  -42.04 -11.7 -40.0 -11.1   0.0  65.7   8.9   7.4 113.7  88.3 571.4   1.4   1.4 -11.3 -12.0  10.4   8.6  14.5
   0.  133.458   451.1   359.3  79.6  -46.23 -11.0 -40.0 -10.4   0.0  64.8   8.6   7.2 117.5  88.4 571.7   1.4   1.4 -10.5 -11.5  10.6   8.4  14.7
   0.  133.500   555.3   440.6  79.3  -50.29 -10.2 -40.0  -9.6   0.0  64.9   9.1   7.6 117.6  92.4 571.7   1.4   1.4  -9.8 -10.6  11.5   9.0  15.1
   0.  133.542   647.5   511.9  79.1  -54.94  -9.4 -40.0  -8.7   0.0  64.1   9.8   8.1 121.9  96.3 571.7   1.4   1.4  -8.9  -9.9  11.6   9.8  15.4
   0.  133.583   697.9   549.7  78.8  -55.53  -8.7 -40.0  -8.0   0.0  63.3   9.6   7.9 122.2  96.0 572.0   1.4   1.4  -8.5  -8.9  11.4  10.0  15.4
   0.  133.625   749.5   586.4  78.2  -41.79  -7.8 -40.0  -7.1   0.0  62.0   9.3   7.7 130.2  98.8 572.0   1.4   1.4  -7.1  -8.5  12.3  11.1  15.4
   0.  133.667   666.3   515.6  77.4  -28.87  -6.9 -40.0  -6.2   0.0  62.9   8.4   7.6 128.3  96.5 571.7   1.4   1.4  -6.7  -7.2  11.1   9.7  15.1
   0.  133.708   692.1   528.6  76.4   -5.30  -6.1 -40.0  -5.3   0.0  62.5   8.3   7.4 129.7  96.5 571.6   1.4   1.4  -5.6  -6.8  11.0   9.3  15.2
   0.  133.750   633.1   480.8  76.0    0.89  -5.4 -40.0  -4.7   0.0  61.9   8.4   7.2 136.9 104.7 571.3   1.4   1.4  -5.0  -5.7  10.0   8.2  15.3
   0.  133.792   431.7   332.7  77.1   -9.09  -5.6 -40.0  -4.9   0.0  64.1   7.9   7.1 130.2  97.6 571.1   1.4   1.4  -5.2  -6.1   9.8   8.4  14.9
   0.  133.833   479.2   357.0  74.5   -1.19  -5.4 -40.0  -4.4   0.0  61.1   5.5   7.0 115.0  84.1 571.0   1.4   1.4  -5.1  -5.9   7.1   8.4  15.0
   0.  133.875   379.8   279.5  73.6  -12.62  -5.6 -40.0  -4.7   0.0  60.9   6.7   7.5 120.1  89.4 570.2   1.4   1.4  -5.3  -5.9   8.1   8.4  14.7
   0.  133.917   267.7   193.5  72.3  -27.82  -6.4 -40.0  -5.4   0.0  62.9   7.1   7.0 118.6  89.7 569.8   1.4   1.4  -5.8  -7.0   8.3   8.3  14.5
   0.  133.958   171.9   119.1  69.3  -52.99  -7.0 -40.0  -6.0   0.0  64.2   6.7   7.6 120.9  91.9 569.3   1.4   1.4  -6.5  -7.5   7.8   8.4  14.3
   0.  134.000    85.5    60.6  70.8  -73.25  -7.9 -40.0  -7.0   0.0  64.1   7.8   7.2 123.4  93.1 568.8   1.4   1.4  -7.3  -8.4   9.5   8.4  14.2
   0.  134.042    27.0    22.1  81.8  -62.41  -9.0 -40.0  -8.1   0.0  65.5   7.0   7.2 113.3  86.7 568.4   1.4   1.4  -8.1  -9.8   9.0   8.5  14.0
   0.  134.083     8.6     7.1  82.3  -50.08  -9.5 -40.0  -8.7   0.0  67.2   6.8   7.4 116.6  88.3 568.0   1.4   1.4  -8.8 -10.3   9.2   8.6  13.9
   0.  134.125     3.2     2.5  79.5  -43.69  -8.9 -40.0  -8.0   0.0  65.7   6.6   7.4 106.6  79.9 567.5   1.4   1.4  -8.1  -9.6   7.6   8.5  13.9
   0.  134.167     3.0     2.3  78.1  -37.17  -7.5 -40.0  -6.5   0.0  63.9   5.9   7.5  99.4  70.1 566.8   1.4   1.4  -7.0  -8.4   7.3   8.7  13.8
   0.  134.208     3.9     3.2  80.6  -24.92  -5.9 -40.0  -5.3   0.0  67.7   6.6   7.8 114.0  87.1 566.0   1.4   1.4  -4.0  -7.4   8.3   8.5  13.8
   0.  134.250    12.5    10.1  80.7  -19.38  -4.9 -40.0  -4.3   0.0  66.4   9.3   8.2 118.2  87.4 565.3   1.4   1.4  -3.9  -5.3  11.5  11.1  13.7
   0.  134.292    29.0    23.1  79.7  -14.77  -5.0 -40.0  -4.5   0.0  68.3  10.7   9.1 107.6  85.9 565.1   1.4   1.4  -4.3  -5.4  12.9  13.5  13.7
   0.  134.333    59.6    47.4  79.5   -1.42  -4.9 -40.0  -4.4   0.0  68.4  10.7   9.2 104.5  81.0 565.0   1.4   1.4  -4.3  -5.3  13.7  16.3  13.8
   0.  134.375   118.1    93.4  79.1   -0.18  -4.3 -40.0  -3.8   0.0  68.9  10.4   8.8 106.3  81.7 565.1   1.4   1.4  -3.9  -4.6  12.7  13.3  14.0
   0.  134.417   162.4   128.9  79.4    1.00  -4.2 -40.0  -3.8   0.0  75.0   9.1   7.6 113.3  83.3 565.2   1.4   1.3  -3.8  -4.5  11.5  10.1  14.3
   0.  134.458   266.8   210.6  79.0   -0.16  -3.6 -40.0  -3.1   0.0  70.0   7.8   7.0 103.0  73.2 564.5   1.4   1.4  -2.7  -4.2   9.4   8.2  14.7
   0.  134.500   387.9   304.4  78.5   -1.01  -3.4 -40.0  -2.6   0.0  62.2   7.9   7.2 107.3  78.2 564.0   1.4   1.4  -3.0  -3.7  10.1   8.4  15.0
   0.  134.542   643.2   504.5  78.4  -27.72  -3.2 -40.0  -2.3   0.0  60.8   9.2   7.7 116.2  87.6 563.4   1.4   1.4  -2.9  -3.5  11.9  10.8  15.3
   0.  134.583   599.3   468.9  78.2  -15.82  -2.5 -40.0  -1.7   0.0  61.9   9.5   8.1 128.3  97.1 562.9   1.4   1.4  -1.8  -3.4  11.5  12.2  15.1
   0.  134.625   712.1   553.9  77.8  -11.40  -2.5 -40.0  -1.6   0.0  59.3   9.8   8.3 117.1  86.1 562.2   1.4   1.4  -1.7  -2.9  12.7  12.9  15.5
   0.  134.667   739.1   569.2  77.0   -8.68  -2.7 -40.0  -1.8   0.0  60.0  10.4   8.9 118.6  89.3 561.6   1.4   1.4  -2.4  -2.9  13.1  13.4  15.4
   0.  134.708   711.8   540.6  75.9    1.12  -2.7 -40.0  -1.9   0.0  62.6   9.2   7.7 127.0  95.5 561.1   1.4   1.4  -2.4  -2.9  11.4   9.2  15.3
   0.  134.750   659.6   494.6  75.0    5.64  -2.6 -40.0  -1.8   0.0  62.8  10.0   8.6 131.3 100.3 560.7   1.4   1.4  -2.4  -3.0  13.1  14.0  15.1
   0.  134.792   426.3   322.9  75.7    0.86  -2.8 -40.0  -2.1   0.0  66.2  10.3   9.4 137.3 104.9 560.9   1.4   1.4  -2.3  -3.3  12.2  14.1  14.7
