"TOA5","0","CR1000","59715","CR1000.Std.26","CPU:GOES_SwissCamp10mtower2018_radarAh (2).CR1","47367","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg","sw_ref_Avg","net_rad_Avg","tc_air_Avg","t_air1_Avg","t_air2_Avg","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)","Dir_Avg(1)","Dir_Avg(2)","pressure_Avg","SD_1_Avg","SD_2_Avg","tc_air_Max","tc_air_Min","U_Max(1)","U_Max(2)","Battery"
"2018-05-06 20:00:00",23,0,2018,126,20,4.347,3.255,-0.941,-16.74,-16.86,-15.75,74.31,68.91,2.883,3.361,153.3,115.4,571.6,1.601,1.545,-15.94,-17.93,3.959,4.586,13.16
"2018-05-06 21:00:00",24,0,2018,126,21,3.208,2.17,-0.848,-18.47,-18.78,-17.01,73.78,68.62,2.198,3.397,144.3,110.5,571.7,1.606,1.552,-17.95,-18.9,3.175,4.175,13.37
"2018-05-06 22:00:00",25,0,2018,126,22,2.645,1.625,-0.082,-20.04,-20.27,-17.74,70.73,62.33,1.996,3.372,122.5,91.4,571.6,1.612,1.558,-18.71,-21.18,2.751,4.175,13.17
"2018-05-06 23:00:00",26,0,2018,126,23,1.734,0.916,-0.603,-22.02,-22.4,-19.51,71.57,62.55,2.414,4.274,112.3,82.8,571.7,1.618,1.564,-20.92,-23.08,3.005,5.129,12.93
"2018-05-07 00:00:00",27,0,2018,127,0,0.902,0.385,-1.966,-23.51,-24.05,-21.13,70.56,61.39,2.732,5.058,92.1,74.31,571.9,1.623,1.569,-22.43,-24.09,3.652,6.154,12.8
"2018-05-07 01:00:00",28,0,2018,127,1,0.239,0.093,-3.028,-24.84,-25.35,-23.15,71.18,63.02,3.987,6.317,77.73,55.99,571.6,1.626,1.572,-23.81,-26.57,5.573,7.814,12.76
"2018-05-07 02:00:00",29,0,2018,127,2,0.028,0.02,-3.452,-24.84,-25.48,-23.89,70.85,62.93,5.286,7.388,76.12,57.74,571.2,1.624,1.571,-24.28,-25.49,6.318,8.3,12.74
"2018-05-07 03:00:00",30,0,2018,127,3,0.006,0.005,-3.446,-24.95,-25.49,-24.09,72.54,66.37,5.992,8.11,58.96,71.21,570.9,1.624,1.57,-24.52,-25.35,7.278,9.43,12.73
"2018-05-07 04:00:00",31,0,2018,127,4,0.004,0.003,-3.372,-25.46,-26,-24.73,74.32,69.15,6.624,8.78,63.31,75.01,570.6,1.626,1.573,-25.05,-25.86,8.13,10.17,12.72
"2018-05-07 05:00:00",32,0,2018,127,5,0.012,0.009,-3.175,-25.32,-25.92,-24.71,75.19,70.36,7.421,9.64,64.26,74.82,570.5,1.626,1.541,-24.87,-25.65,8.61,10.7,12.71
"2018-05-07 06:00:00",33,0,2018,127,6,0.073,0.057,-3.485,-25.5,-26.02,-24.81,74.24,69.31,7.359,9.61,66.32,74.34,570.3,1.627,1.551,-24.89,-25.89,8.71,10.73,12.71
"2018-05-07 07:00:00",34,0,2018,127,7,0.37,0.318,-3.946,-26.04,-26.54,-25.35,72.86,68.29,6.995,9.1,66.34,72.15,570.3,1.629,1.561,-25.68,-26.23,8.11,10.28,12.73
"2018-05-07 08:00:00",35,0,2018,127,8,1.058,0.901,-4.559,-25.95,-26.35,-25.28,71.54,67.28,8.5,10.71,64.7,76.17,570.1,1.63,1.567,-25.64,-26.16,9.84,12.08,12.77
"2018-05-07 09:00:00",36,0,2018,127,9,1.903,1.705,-5.022,-25.47,-25.79,-24.81,70.45,66.5,8.29,10.53,50.86,78.55,569.8,1.632,1.559,-24.66,-25.84,9.9,12.25,12.83
"2018-05-07 10:00:00",37,0,2018,127,10,2.751,2.509,-5.373,-24.45,-24.73,-23.83,70.03,66.55,7.75,9.71,72.71,77.39,569.7,1.629,1.554,-23.92,-24.9,9.18,10.98,12.9
"2018-05-07 11:00:00",38,0,2018,127,11,3.681,3.333,-6.234,-23.1,-23.34,-22.5,70.04,66.65,7.806,9.66,77.37,78.67,569.6,1.627,1.54,-22.51,-23.97,9.17,11.12,12.97
"2018-05-07 12:00:00",39,0,2018,127,12,4.544,4.108,-7.788,-22.1,-22.32,-21.52,69.3,65.58,8.41,10.35,76.96,79.16,569.3,1.631,1.54,-21.33,-22.79,9.7,11.77,13.1
"2018-05-07 13:00:00",40,0,2018,127,13,5.321,4.741,-9.97,-20.57,-20.76,-19.95,68,63.7,7.983,9.71,89.2,89.8,569,1.626,1.555,-19.75,-21.36,9.26,11.16,13.41
"2018-05-07 14:00:00",41,0,2018,127,14,5.907,5.152,-12.09,-19.27,-19.44,-18.59,68.12,63.45,7.145,8.63,125.2,101.7,568.8,1.568,1.554,-18.68,-19.8,8.69,9.9,13.67
"2018-05-07 15:00:00",42,0,2018,127,15,6.274,5.372,-12.55,-18.21,-18.38,-17.69,67.32,62.82,6.992,8.25,145.2,112.2,568.6,1.618,1.55,-17.84,-18.75,8.07,9.44,13.84
"2018-05-07 16:00:00",43,0,2018,127,16,6.398,5.322,-10.78,-17.71,-17.84,-17.27,68.55,65.39,6.406,7.445,153.1,119.6,568.4,1.616,1.548,-17.35,-17.96,7.513,8.68,13.93
"2018-05-07 17:00:00",44,0,2018,127,17,6.276,5.059,-7.741,-17.21,-17.33,-16.63,67.9,64.63,4.908,5.584,156.7,120.3,568.5,1.612,1.546,-16.97,-17.54,6.161,6.919,13.96
"2018-05-07 18:00:00",45,0,2018,127,18,5.908,4.603,-4.592,-16.96,-17.1,-16.35,67.41,64.4,4.294,4.843,163.9,126.9,568.4,1.616,1.545,-16.8,-17.11,5.481,5.913,13.94
"2018-05-07 19:00:00",46,0,2018,127,19,5.311,3.976,-2.198,-16.79,-16.96,-16.05,68.03,64.71,3.254,3.718,165.8,128.8,568.4,1.614,1.545,-16.67,-16.87,4.227,4.802,13.85
"2018-05-07 20:00:00",47,0,2018,127,20,4.533,3.231,-0.986,-16.98,-17.12,-15.94,69.41,65.11,2.038,2.709,166.2,129.2,568.4,1.614,1.546,-16.61,-17.37,2.509,3.358,13.72
"2018-05-07 21:00:00",48,0,2018,127,21,3.652,2.431,-0.231,-17.71,-17.91,-16.12,71.14,65.3,1.568,2.539,136.5,109,568.3,1.617,1.549,-17.37,-18.03,1.986,2.894,13.52
"2018-05-07 22:00:00",49,0,2018,127,22,2.717,1.637,0.212,-18.49,-18.75,-16.93,72.51,67.59,1.246,2.337,147,115.1,568.2,1.624,1.552,-17.96,-18.9,1.581,2.737,13.29
"2018-05-07 23:00:00",50,0,2018,127,23,1.804,0.945,-0.272,-19.62,-19.96,-18.05,74.74,69.68,1.291,2.147,145.8,114,568.2,1.632,1.556,-18.82,-20.49,1.81,2.535,13.03
"2018-05-08 00:00:00",51,0,2018,128,0,0.989,0.421,-1.65,-21.14,-21.55,-19.21,77.03,71.58,0.982,1.732,113.3,97.7,568.2,1.636,1.56,-20.48,-22.12,1.751,2.195,12.9
"2018-05-08 01:00:00",52,0,2018,128,1,0.312,0.111,-2.521,-24.04,-24.47,-20.98,75.43,71.11,2.087,3.703,96.2,76.44,568.2,1.645,1.57,-22.12,-25.27,2.646,4.841,12.85
"2018-05-08 02:00:00",53,0,2018,128,2,0.037,0.023,-2.84,-25.61,-26.14,-23.71,74.6,69.11,2.878,5.079,76.37,74.92,568.1,1.651,1.574,-25.15,-25.97,3.515,5.495,12.83
"2018-05-08 03:00:00",54,0,2018,128,3,0.009,0.006,-2.914,-26.11,-26.7,-24.55,74.1,69.08,3.444,5.676,64.17,73.58,567.9,1.652,1.575,-25.88,-26.35,4.201,6.494,12.82
"2018-05-08 04:00:00",55,0,2018,128,4,0.006,0.005,-3.041,-25.92,-26.49,-24.69,73.6,68.78,4.545,6.781,50.07,77,567.5,1.649,1.574,-25.56,-26.39,5.357,7.461,12.81
"2018-05-08 05:00:00",56,0,2018,128,5,0.018,0.013,-3.138,-25.29,-25.88,-24.27,73.48,68.88,5.184,7.316,63.95,79.22,567.2,1.65,1.573,-24.69,-25.87,6.037,8.22,12.8
"2018-05-08 06:00:00",57,0,2018,128,6,0.099,0.076,-3.272,-24.86,-25.38,-24.07,72.41,67.93,5.798,7.79,60.86,76.74,567,1.651,1.571,-24.64,-25.13,6.867,8.77,12.8
"2018-05-08 07:00:00",58,0,2018,128,7,0.444,0.375,-3.987,-24.72,-25.15,-23.92,69.78,65.31,6.328,8.27,63.15,76.51,566.9,1.651,1.571,-24.42,-25.06,7.651,9.46,12.83
"2018-05-08 08:00:00",59,0,2018,128,8,1.143,0.951,-4.346,-24.18,-24.59,-23.39,67.4,62.71,7.094,9.19,76.34,79.46,566.6,1.645,1.63,-23.69,-24.77,8.43,10.37,12.87
"2018-05-08 09:00:00",60,0,2018,128,9,1.938,1.706,-4.659,-23.37,-23.67,-22.55,65.12,60.54,6.767,8.62,88.5,81.8,566.5,1.638,1.566,-22.71,-23.94,8.08,9.98,12.93
"2018-05-08 10:00:00",61,0,2018,128,10,2.809,2.529,-5.022,-22.39,-22.63,-21.62,63.46,59.17,6.844,8.58,85.9,83.1,566.2,1.636,1.561,-21.71,-22.93,8.42,10.3,13
"2018-05-08 11:00:00",62,0,2018,128,11,3.734,3.343,-5.926,-21.26,-21.46,-20.5,62.85,58.8,6.458,8.04,105.6,84.3,566.2,1.632,1.56,-20.64,-21.78,8.3,9.55,13.08
"2018-05-08 12:00:00",63,0,2018,128,12,4.607,4.069,-7.172,-19.96,-20.13,-19.25,63.26,58.85,6.92,8.61,87.4,84.1,566.3,1.63,1.556,-19.26,-20.65,7.958,9.78,13.22
"2018-05-08 13:00:00",64,0,2018,128,13,5.365,4.742,-9.65,-18.54,-18.67,-17.75,62.68,58.19,6.481,8.01,90.8,86.2,566.2,1.622,1.553,-17.88,-19.28,7.807,9.24,13.58
"2018-05-08 14:00:00",65,0,2018,128,14,5.942,5.158,-11.37,-17.41,-17.52,-16.56,62.81,58.01,6.24,7.508,127.6,93.9,566.1,1.619,1.549,-16.88,-17.89,7.729,9.3,13.9
"2018-05-08 15:00:00",66,0,2018,128,15,6.312,5.38,-11.52,-16.46,-16.56,-15.6,61.84,57.04,5.689,6.767,126.6,100.6,566.2,1.617,1.547,-15.97,-16.9,7.043,8.09,14.15
"2018-05-08 16:00:00",67,0,2018,128,16,6.445,5.344,-9.73,-15.8,-15.85,-15.12,59.39,55.29,5.2,5.96,147.1,112,566.2,1.611,1.545,-15.52,-16.13,6.625,7.357,14.36
"2018-05-08 17:00:00",68,0,2018,128,17,6.323,5.084,-6.895,-15.39,-15.46,-14.52,60.61,56.61,4.031,4.537,143.4,112.4,566.2,1.609,1.544,-15.15,-15.6,5.952,6.638,14.44
"2018-05-08 18:00:00",69,0,2018,128,18,5.948,4.626,-4.024,-15.34,-15.45,-14.59,62.53,58.82,3.533,3.946,155.5,119.1,566.4,1.609,1.544,-15.19,-15.45,4.234,4.658,14.4
"2018-05-08 19:00:00",70,0,2018,128,19,5.357,4.008,-2.056,-15.46,-15.56,-14.65,64.13,60.95,2.273,2.52,189.2,151.9,566.7,1.61,1.545,-15.27,-15.6,3.443,3.842,14.14
"2018-05-08 20:00:00",71,0,2018,128,20,4.599,3.274,-1.492,-14.92,-15.06,-13.02,59.88,53.54,0.683,0.814,220.6,173.1,567.1,1.612,1.547,-13.02,-15.7,1.581,1.718,13.94
"2018-05-08 21:00:00",72,0,2018,128,21,3.716,2.483,-0.102,-15.42,-15.04,-11.79,56.57,46.3,0.399,0.523,89.4,57.45,567.5,1.612,1.549,-11.76,-16.55,0.823,0.993,13.7
"2018-05-08 22:00:00",73,0,2018,128,22,2.765,1.674,0.431,-16.49,-16.55,-14.54,64.55,57.17,0.614,0.861,63.98,44.76,567.8,1.614,1.55,-15.97,-16.99,0.908,1.065,13.43
"2018-05-08 23:00:00",74,0,2018,128,23,1.85,0.978,0.043,-17.68,-17.98,-15.66,72.37,63.72,0.898,1.645,85.4,66.14,567.9,1.618,1.553,-16.7,-18.67,1.294,2.378,13.15
"2018-05-09 00:00:00",75,0,2018,129,0,1.041,0.451,-1.25,-19.69,-20.04,-17.74,77.8,71.13,1.047,2.077,81.7,60.7,568.2,1.624,1.559,-18.41,-20.95,1.607,2.483,12.99
"2018-05-09 01:00:00",76,0,2018,129,1,0.366,0.13,-2.287,-21.81,-22.22,-20.04,79.19,72.18,1.153,1.939,42.21,36.32,568.4,1.63,1.566,-20.69,-22.83,1.47,2.457,12.93
"2018-05-09 02:00:00",77,0,2018,129,2,0.052,0.028,-2.566,-24.95,-25.38,-23.13,76.12,71.99,1.918,3.54,69.14,44.24,568.5,1.641,1.575,-22.81,-26.59,3.084,5.168,12.91
"2018-05-09 03:00:00",78,0,2018,129,3,0.011,0.008,-2.562,-26.33,-26.94,-24.61,74.47,69.2,2.16,4.165,79.13,62.17,568.4,1.646,1.579,-25.97,-26.58,2.933,5.037,12.9
"2018-05-09 04:00:00",79,0,2018,129,4,0.009,0.007,-2.611,-26.11,-26.67,-24.49,73.2,67.84,3.159,5.36,64.96,65.51,568.3,1.644,1.578,-25.81,-26.51,4.123,6.409,12.89
"2018-05-09 05:00:00",80,0,2018,129,5,0.023,0.017,-2.779,-25.74,-26.3,-24.53,70.66,65.46,4.317,6.484,62.14,67.09,568.3,1.643,1.577,-25.45,-26.06,4.763,6.971,12.88
"2018-05-09 06:00:00",81,0,2018,129,6,0.113,0.086,-2.905,-25.41,-25.97,-24.4,69.4,64.48,5.196,7.346,47.39,69.81,568.2,1.642,1.576,-25.06,-25.8,6.514,8.59,12.88
"2018-05-09 07:00:00",82,0,2018,129,7,0.48,0.4,-3.507,-24.92,-25.38,-24.01,67.52,62.71,6.155,8.23,55.72,71.45,568.4,1.64,1.575,-24.62,-25.24,7.036,8.98,12.91
"2018-05-09 08:00:00",83,0,2018,129,8,1.198,0.982,-3.278,-24.31,-24.7,-23.44,65.83,61.18,6.366,8.37,60.39,71.48,568.2,1.637,1.573,-23.75,-24.9,7.174,9.01,12.96
"2018-05-09 09:00:00",84,0,2018,129,9,1.998,1.744,-2.937,-23.31,-23.62,-22.51,65.06,60.67,6.65,8.58,63.97,70.98,568.1,1.635,1.57,-22.76,-23.89,7.755,9.49,13.03
"2018-05-09 10:00:00",85,0,2018,129,10,2.88,2.567,-2.91,-22.26,-22.51,-21.53,64.43,60.13,6.788,8.63,54.46,70.2,567.9,1.632,1.567,-21.72,-22.88,7.971,9.76,13.11
"2018-05-09 11:00:00",86,0,2018,129,11,3.797,3.374,-4.898,-21.17,-21.41,-20.46,63.58,59.27,6.63,8.37,60.27,71.54,567.8,1.629,1.563,-20.41,-21.75,7.716,9.73,13.19
"2018-05-09 12:00:00",87,0,2018,129,12,4.673,4.145,-7.628,-19.72,-19.89,-18.97,62.11,57.59,6.421,7.954,65.2,71.71,567.6,1.624,1.559,-18.99,-20.43,7.631,9.49,13.36
"2018-05-09 13:00:00",88,0,2018,129,13,5.443,4.779,-8.93,-18.31,-18.46,-17.53,61.27,56.55,6.167,7.546,72.56,73.9,567.3,1.62,1.555,-17.58,-19.03,7.474,8.78,13.79
"2018-05-09 14:00:00",89,0,2018,129,14,6.029,5.212,-8.32,-17.05,-17.19,-16.18,60.96,55.56,5.991,7.243,79.05,76.99,567.2,1.616,1.551,-16.48,-17.59,6.945,8.38,14.39
"2018-05-09 15:00:00",90,0,2018,129,15,6.394,5.426,-6.852,-15.8,-15.91,-14.89,60.33,54.77,5.695,6.916,100.8,81.7,567.1,1.611,1.548,-15.14,-16.49,7.461,8.9,14.99
"2018-05-09 16:00:00",91,0,2018,129,16,6.524,5.387,-5.39,-14.78,-14.83,-13.8,58.02,52.33,5.251,6.283,113.9,89.1,566.9,1.608,1.545,-14.47,-15.21,6.677,7.657,15.78
"2018-05-09 17:00:00",92,0,2018,129,17,6.394,5.125,-4.011,-14.37,-14.42,-13.58,56.53,51.75,4.757,5.518,145.9,109.2,566.9,1.607,1.544,-14.23,-14.47,5.593,6.403,15.95
"2018-05-09 18:00:00",93,0,2018,129,18,6.021,4.673,-2.756,-14.17,-14.29,-13.4,57.8,53.33,3.568,4.065,154.6,117.5,567,1.606,1.543,-14.01,-14.3,4.586,5.018,15.77
"2018-05-09 19:00:00",94,0,2018,129,19,5.427,4.055,-1.598,-14.21,-14.32,-13.12,61.85,55.92,2.852,3.517,142.6,105.8,567.1,1.607,1.544,-14.14,-14.28,3.541,4.227,15.08
"2018-05-09 20:00:00",95,0,2018,129,20,4.648,3.316,-0.468,-14.39,-14.48,-13.14,64.52,58.37,2.02,2.719,150.9,113.2,567.4,1.608,1.545,-14.12,-14.69,2.96,3.365,14.43
"2018-05-09 21:00:00",96,0,2018,129,21,3.765,2.526,0.403,-14.67,-14.88,-13.23,61.88,55.23,1.477,1.983,149.3,112.2,567.4,1.611,1.547,-14.5,-14.94,1.927,2.607,13.93
"2018-05-09 22:00:00",97,0,2018,129,22,2.833,1.728,0.54,-16.06,-16.21,-13.87,64.51,57.31,1.372,2.25,94.9,73.06,567.3,1.615,1.552,-14.77,-17.39,2.084,3.724,13.6
"2018-05-09 23:00:00",98,0,2018,129,23,1.915,1.023,0.026,-18.32,-18.67,-15.96,68.96,62.15,2.418,4.484,93.5,71.12,567.4,1.623,1.558,-16.86,-19.22,3.169,5.821,13.28
"2018-05-10 00:00:00",99,0,2018,130,0,1.105,0.487,-1.517,-19.78,-20.17,-17.15,69.45,61.88,3.501,5.855,93.5,75.46,567.4,1.627,1.562,-18.84,-20.57,4.103,6.435,13.09
"2018-05-10 01:00:00",100,0,2018,130,1,0.419,0.153,-2.812,-21.07,-21.5,-18.77,67.88,60.43,3.595,5.997,86.8,74.04,567.6,1.631,1.566,-20.37,-21.61,4.201,6.514,13.02
"2018-05-10 02:00:00",101,0,2018,130,2,0.081,0.038,-3.084,-22.05,-22.57,-19.71,66.87,58.97,2.972,5.441,88.6,71.85,567.5,1.634,1.569,-21.39,-22.57,3.528,6.076,12.99
"2018-05-10 03:00:00",102,0,2018,130,3,0.019,0.014,-3.092,-22.23,-22.77,-20.09,69.77,63.15,3.033,5.231,86.9,73.01,567.5,1.635,1.57,-21.62,-22.73,3.626,6.017,12.97
"2018-05-10 04:00:00",103,0,2018,130,4,0.015,0.011,-2.736,-21.68,-22.18,-20.02,71.3,65.53,2.839,4.666,90,74.58,567.4,1.633,1.568,-21.29,-22.13,3.574,5.789,12.96
"2018-05-10 05:00:00",104,0,2018,130,5,0.023,0.017,-1.964,-20.98,-21.55,-19.02,71.66,65.17,3.41,5.742,89.4,78.78,567.4,1.63,1.565,-19.97,-21.69,4.149,6.951,12.95
"2018-05-10 06:00:00",105,0,2018,130,6,0.077,0.06,-1.838,-20.07,-20.56,-18.05,71.86,65.42,3.559,5.909,85.8,78.83,567.4,1.627,1.562,-19.34,-20.61,4.338,6.71,12.95
"2018-05-10 07:00:00",106,0,2018,130,7,0.543,0.431,-2.502,-18.89,-19.28,-17.14,71.1,65.6,4.017,6.188,97.4,84.5,567.6,1.624,1.559,-17.81,-19.64,5.547,7.847,12.99
"2018-05-10 08:00:00",107,0,2018,130,8,1.285,1.032,-3.091,-17.98,-18.28,-16.34,68.56,63.67,4.125,6.251,105.5,85.4,567.7,1.62,1.556,-17.33,-18.74,6.037,8.4,13.05
"2018-05-10 09:00:00",108,0,2018,130,9,1.927,1.662,-2.996,-16.88,-17.12,-15.52,67.81,63.16,5.524,7.595,102.3,83.7,567.6,1.617,1.553,-16.24,-17.64,6.501,8.52,13.12
"2018-05-10 10:00:00",109,0,2018,130,10,2.899,2.557,-3.439,-15.57,-15.73,-14.44,67.01,63,5.48,7.112,94.2,79.38,567.6,1.612,1.549,-14.9,-16.33,7.441,9.02,13.22
"2018-05-10 11:00:00",110,0,2018,130,11,3.805,3.352,-5.963,-14.04,-14.24,-12.89,67.45,62.95,4.106,5.393,92.5,74.89,567.5,1.607,1.544,-12.82,-15.33,5.56,7.265,13.31
"2018-05-10 12:00:00",111,0,2018,130,12,4.636,4.098,-8.73,-12.02,-12.11,-11.15,67.3,62.75,6.077,7.736,117.1,92.7,567.4,1.6,1.538,-11.3,-12.86,7.337,8.89,13.49
"2018-05-10 13:00:00",112,0,2018,130,13,5.401,4.732,-9.48,-10.86,-10.89,-10.01,67.45,62.54,6.546,8.09,119.7,95.8,567.5,1.597,1.534,-10.34,-11.36,7.951,9.77,14.15
"2018-05-10 14:00:00",113,0,2018,130,14,5.977,5.156,-8.27,-9.92,-9.94,-8.99,67.79,62.12,5.935,7.284,117.7,94.4,567.5,1.594,1.531,-9.51,-10.37,7.108,8.34,15.94
"2018-05-10 15:00:00",114,0,2018,130,15,6.349,5.376,-6.559,-8.92,-8.98,-8.1,67.83,63.19,4.873,5.823,145,109.5,567.5,1.592,1.529,-8.47,-9.49,6.769,8.26,16.41
"2018-05-10 16:00:00",115,0,2018,130,16,6.475,5.338,-4.949,-8.14,-8.17,-7.415,67.54,63.38,4.867,5.652,150.6,113.6,567.4,1.59,1.528,-7.826,-8.48,5.697,6.533,16.56
"2018-05-10 17:00:00",116,0,2018,130,17,6.354,5.084,-3.507,-7.733,-7.736,-7.026,68.69,64.72,4.485,5.313,153.5,116.6,567.1,1.589,1.526,-7.67,-7.849,5.71,6.507,16.53
"2018-05-10 18:00:00",117,0,2018,130,18,5.987,4.64,-2.214,-7.776,-7.801,-6.91,71.01,66.5,3.588,4.381,147.5,112.5,567,1.589,1.527,-7.633,-7.858,4.913,5.599,16.43
"2018-05-10 19:00:00",118,0,2018,130,19,5.398,4.032,-1.06,-7.515,-7.549,-6.234,74.67,69.31,2.498,3.365,138.5,106.6,567,1.589,1.527,-7.35,-7.666,3.136,4.103,16.3
"2018-05-10 20:00:00",119,0,2018,130,20,4.623,3.299,0.305,-7.655,-7.784,-6.113,74.7,67.98,3.261,4.296,123,91.6,566.8,1.589,1.527,-7.406,-7.942,3.868,5.05,15.5
