 137. 1800.     .01     .00    1.52   14.62   15.82   29.08   30.23     .00     .00  265.10     .00     .46     .32   12.87    7.30   12.24   11.92   11.55   11.32   12.15   11.96   11.89   12.07   12.87   14.46   15.36  176.60    9.99
 137. 1900.     .45     .36    1.26    7.60   14.77   35.07   23.59    1.00     .03  217.90     .00     .77     .50    3.11    -.28    1.10    2.48    2.37    2.32    2.50    3.15    3.96    4.40    3.11    8.78   14.85  163.30   11.90
 137. 2000.    1.88    1.52     .49  -10.31   -7.59   74.00   65.87    5.19    5.47    8.07  389.20    1.24    2.59   -9.15   -8.39   -8.36   -9.61   -6.58   -6.83  -10.10   -9.92   -8.23   -6.79   -9.15   -9.95   -6.86   10.36   12.03
 137. 2100.    1.56    1.34     .59  -11.24  -11.27   74.30   77.20    4.05    4.37  219.30  389.30    1.55    2.37   -9.80   -9.84   -9.37  -10.65   -9.06   -9.39  -11.03  -10.84  -10.55   -9.94   -9.80  -10.74  -11.06  230.90   11.96
 137. 2200.    1.11    1.02     .78  -12.52  -12.45   77.20   79.00    4.45    4.99  301.30  389.30    1.85    2.34  -11.04  -11.38  -10.66  -12.08  -11.08  -11.70  -12.83  -12.24  -11.51  -11.84  -11.04  -12.23  -12.24  290.60   11.92
 137. 2300.     .91     .90     .86  -13.49  -13.37   77.20   79.40    4.12    4.61  298.80  389.50    1.85    2.39  -12.05  -12.47  -11.53  -13.12  -11.87  -12.87  -13.99  -13.41  -12.57  -12.44  -12.05  -13.15  -13.13  288.10   11.89
 138.    0.     .58     .58    1.04  -14.50  -14.40   78.40   80.70    4.41    4.90  301.40  389.90    1.86    2.39  -13.94  -14.21  -13.42  -14.63  -13.86  -14.10  -15.20  -15.00  -14.43  -13.85  -13.94  -14.26  -14.21  290.80   11.87
 138.  100.     .50     .53    1.08  -15.22  -15.11   79.30   81.50    4.26    4.75  301.40  389.70    1.86    2.40  -14.71  -14.85  -13.94  -15.33  -14.87  -15.08  -15.82  -15.56  -15.31  -14.72  -14.71  -15.00  -14.95  290.70   11.85
 138.  200.     .37     .37    1.17  -15.44  -15.33   80.10   82.00    4.87    5.39  298.50  389.80    1.86    2.40  -15.42  -15.31  -14.95  -15.68  -15.58  -15.81  -15.87  -15.75  -15.76  -15.52  -15.42  -15.22  -15.14  287.30   11.83
 138.  300.     .31     .28    1.22  -15.78  -15.68   79.90   81.90    4.74    5.25  298.80  389.80    1.86    2.40  -15.98  -15.81  -15.71  -16.09  -16.09  -16.23  -16.25  -16.22  -16.21  -16.05  -15.98  -15.54  -15.49  288.10   11.81
 138.  400.     .40     .35    1.18  -15.61  -15.55   79.30   81.50    4.82    5.32  307.10  389.90    1.86    2.40  -15.68  -15.34  -15.26  -15.71  -15.76  -15.90  -15.85  -15.83  -15.89  -15.80  -15.68  -15.39  -15.40  296.40   11.80
 138.  500.     .46     .41    1.16  -15.85  -15.79   78.30   80.60    4.45    4.95  312.00  389.90    1.86    2.40  -15.93  -15.45  -15.36  -15.90  -16.02  -16.16  -16.07  -16.01  -16.12  -16.04  -15.93  -15.63  -15.63  301.40   11.79
 138.  600.     .63     .56    1.06  -16.03  -15.96   76.90   79.20    4.49    4.99  311.10  389.80    1.86    2.40  -16.26  -14.84  -14.77  -15.73  -16.35  -16.53  -16.12  -15.80  -16.39  -16.33  -16.26  -15.79  -15.78  302.50   11.78
 138.  700.     .91     .78     .94  -15.81  -15.74   76.30   78.30    4.79    5.26  300.80  390.40    1.86    2.40  -15.61  -14.29  -14.12  -15.48  -15.73  -15.94  -15.62  -15.59  -15.96  -15.86  -15.61  -15.59  -15.59  290.30   11.78
 138.  800.    1.21    1.04     .79  -14.89  -14.85   75.50   77.60    4.69    5.15  306.10  391.00    1.86    2.40  -14.29  -12.45  -12.34  -14.10  -14.43  -14.70  -14.21  -14.23  -14.72  -14.70  -14.29  -14.67  -14.68  296.10   11.79
 138.  900.    1.73    1.44     .56  -14.37  -14.31   76.90   78.90    4.51    4.93  304.70  391.10    1.86    2.39  -13.74  -10.19  -10.75  -12.87  -13.79  -14.18  -13.35  -13.26  -14.06  -14.12  -13.74  -14.06  -14.09  294.30   11.79
