-13,-14.16,-16.18,-19.59,-21.52,-23.53,-24.08,-24.47,-24.51,-24.35,16.5
-12.89,-13.98,-15.94,-19.91,-22.3,-24.34,-24.71,-24.85,-24.7,-24.54,17.5
-12.79,-13.91,-16.01,-20.1,-22.81,-24.58,-24.88,-24.88,-24.69,-24.45,18.5
-13.26,-14.43,-16.36,-20.72,-23.43,-24.95,-25.1,-24.95,-24.78,-24.49,19.5
-13.91,-15.44,-17,-21.52,-23.9,-25.1,-25.13,-25.01,-24.81,-25.12,20.5
-15.06,-15.58,-16.19,-20.62,-23.18,-25.6,-25.56,-25.36,-25.2,-24.66,21.5
-16.8,-16.16,-18.65,-22.42,-24.97,-26.52,-26.36,-26.12,-25.96,-24.72,22.5
-17,-17.07,-18.09,-21.07,-23.19,-24.98,-25.1,-24.96,-24.74,-24.58,23.5
-18.68,-18.16,-19.79,-22.22,-23.79,-25.4,-25.08,-25.01,-25.01,-24.7,24.5
-19.9,-19.18,-20.03,-22.03,-23.29,-25.06,-25.27,-25.36,-24.96,-24.82,25.5
-20.95,-20,-20.67,-22.22,-23,-24.9,-25.01,-25.18,-25,-24.71,26.5
-21.63,-20.8,-20.9,-22.36,-22.73,-24.54,-24.75,-24.92,-24.83,-24.7,27.5
-21.96,-21.32,,,,,,,,-24.68,28.5
-21.75,-21.48,,,,,,,,-24.72,29.5
-21.23,-21.29,,,,,,,,-24.68,31.5
-19.07,-19.62,,,,,,,,-24.69,33.5
-15.52,-16.16,,,,,,,,-24.08,36.5
-16.69,-18.44,,,,,,,,-24.38,37.5
-15.78,-22.03,,,,,,,,-24.46,38.5
-17.38,-20.37,,,,,,,,-24.26,39.5
-17.63,-20.99,,,,,,,,-24.6,40.5
