  143.750   1.08   2.10    .00  -6.95   1.97  -9.15  -6.21   3.11  -8.70-6999.0-6999.0-6999.0  112.3
  143.875   1.27   2.13    .08  -9.29  -4.41 -11.50  -7.08    .63 -10.26-6999.0   78.5-6999.0   28.3
  144.000   2.84   3.68   1.97 -14.93 -10.58 -17.62 -12.23  -9.80 -14.88   87.8   93.3   80.9   70.6
  144.125   4.15   4.83   3.44 -19.07 -17.21 -21.10 -16.63 -13.02 -19.34   87.6   91.8   85.7   79.6
  144.250   4.40   4.92   3.66 -20.41 -19.27 -21.33 -18.34 -17.04 -19.40   84.7   87.0   80.4   93.6
  144.375   5.33   5.69   4.80 -18.68 -16.37 -19.84 -17.42 -15.16 -18.55   76.1   79.6   73.8  100.5
  144.500   6.65   9.00   4.58 -14.65 -12.82 -15.93 -13.69 -12.13 -14.70   71.5   73.9   69.6  114.7
  144.625   6.45   7.88   5.57 -10.25  -8.65 -12.38  -9.81  -8.33 -11.79   72.9   73.9   71.4  125.8
  144.750   5.15   5.99   4.39  -7.33  -6.18  -8.58  -6.99  -6.03  -8.20   66.2   70.9   62.8  143.4
  144.875   2.68   5.07    .34  -5.47  -3.22  -6.26  -5.60  -4.65  -5.96   67.1   69.2   64.6  129.8
  145.000   2.64   3.51   1.50  -9.15  -6.34 -11.76  -7.90  -6.37  -9.99   72.0   73.6   71.2  123.5
  145.125   4.50   5.69   3.10 -13.54 -11.24 -14.65 -11.78  -9.44 -13.05   70.2   70.9   69.4  105.8
  145.250   6.61   7.35   5.26 -14.99 -14.71 -15.27 -13.73 -13.46 -14.11   69.9   70.7   69.5   98.9
  145.375   8.23   9.23   6.87 -14.25 -13.54 -14.93 -13.18 -12.57 -13.74   71.0   71.5   70.7  112.5
  145.500   8.98   9.76   8.37 -11.63  -9.77 -13.48 -10.86  -9.15 -12.58   71.2   71.7   70.1  118.6
  145.625   8.20   9.21   6.99  -8.43  -7.03  -9.77  -7.93  -6.55  -9.16   75.9   82.5   71.1  152.7
  145.750   6.21   7.85   5.26  -6.26  -5.23  -7.26  -5.87  -4.97  -6.78   79.1   79.7   78.6  149.1
  145.875   3.74   5.33   2.42  -4.82  -4.57  -5.15  -4.59  -4.30  -4.96   82.7   87.0   79.9  145.9
  146.000   3.10   3.77   2.31  -6.95  -5.15  -8.58  -6.17  -5.02  -7.28   87.5   88.9   86.6  134.1
  146.125   5.26   6.82   3.88  -9.84  -9.01 -10.78  -8.54  -7.72  -9.55   89.0   89.9   86.5  127.4
  146.250   7.72   8.73   6.52 -11.37 -10.85 -11.69 -10.26  -9.68 -10.56   85.6   86.3   83.8  122.0
  146.375   8.75   9.14   8.44 -11.37 -10.98 -11.63 -10.40 -10.07 -10.76   80.7   83.5   78.6  116.3
  146.500   8.68   9.42   7.82 -10.45  -9.50 -11.56  -9.76  -8.89 -10.75   76.2   78.4   72.9  118.6
  146.625   8.31   9.30   7.14  -7.70  -5.95  -9.29  -7.22  -5.56  -8.77   71.2   72.5   70.3  119.5
  146.750   6.00   7.23   4.82  -4.74  -3.82  -5.79  -4.43  -3.67  -5.40   70.8   71.6   70.2  126.1
  146.875   3.22   4.70   2.24  -3.73  -3.47  -4.41  -3.65  -3.39  -4.24   71.2   72.0   70.0  138.2
  147.000   2.95   3.69   1.98  -7.93  -4.90 -10.98  -6.32  -4.31  -9.37   74.4   78.0   72.2  100.8
  147.125   4.67   5.46   3.65 -13.24 -11.43 -14.65 -11.82  -9.90 -13.34   76.7   77.7   75.9   95.8
  147.250   6.88   7.96   5.19 -15.21 -14.82 -15.49 -14.09 -13.48 -14.38   74.2   76.0   72.2  100.0
  147.375   8.31   8.72   7.94 -14.99 -14.25 -15.55 -14.07 -13.43 -14.50   72.2   73.5   71.6  103.1
  147.500   7.82   8.31   7.16 -11.69  -9.84 -14.01 -11.02  -9.34 -13.25   77.2   79.6   73.6  108.2
  147.625   7.55   8.49   6.13  -8.72  -6.57  -9.84  -8.24  -6.25  -9.31   78.6   80.5   77.1  120.8
  147.750   4.71   6.28   3.11  -4.65  -3.13  -6.26  -4.39  -2.98  -6.00   77.0   77.6   75.9  159.8
  147.875   2.86   3.42   2.52  -3.22  -2.87  -3.47  -3.03  -2.85  -3.20   80.5   84.2   77.6  141.8
  148.000   2.82   3.81   2.28  -4.32  -3.30  -5.47  -3.68  -3.07  -4.58   84.4   85.4   83.0  121.6
  148.125   4.59   5.77   3.77  -5.95  -5.55  -6.65  -5.16  -4.71  -5.97   87.5   88.0   85.8  116.2
  148.250   6.80   8.39   5.28  -7.41  -6.26  -8.43  -6.76  -5.68  -7.81   87.9   88.9   86.7  121.1
  148.375   7.94   8.81   7.04  -8.65  -8.29  -9.22  -8.02  -7.69  -8.44   88.7   89.7   87.9  117.7
  148.500   7.57   8.09   7.05  -7.33  -6.26  -8.29  -6.85  -5.86  -7.84   89.2   91.2   88.1  134.1
  148.625   7.25   7.84   6.17  -4.82  -3.39  -5.95  -4.57  -3.19  -5.61   88.2   90.2   86.5  144.4
  148.750   5.58   6.70   4.49  -2.42  -1.89  -3.22  -2.21  -1.73  -3.01   84.5   87.4   82.1  169.8
